,score,description,date
65,2,"Ótimo mouse, usei por um ano. Perfeito para trabalhar, usar nas atividades da faculdade/escola e para navegar na internet. No entanto, não recomendo caso tenha interesse em utilizá-lo para jogos. Apesar de ser bastante responsivo, em jogos com um número altíssimo de cliques (como League of Legends) os botões podem apresentar falhas. No meu caso, com cerca de um ano de uso eu tinha que apertar muito mais fortemente que o normal pra conseguir clicar, o que cansava meu dedo e machucava um pouco a mão inteira após repetidos cliques.Acredito que se eu não tivesse utilizado para jogos ele duraria muito mais, apesar de eu não jogar todo dia e nem tantas horas seguidas. Ele ainda funciona, mas o botão direito é meio incerto, então adquiri outro mouse específico para jogos.",22 de maio de 2021
66,2,"É um mouse com uma construção de qualidade, nada daqueles plásticos frouxos ou extremamente leves de mouses de feirinha.. passa muita confiabilidade, o sensor óptico é invisível, ou sejá não tem aquela luz vermelha acesa embaixo, o que particularmente tanto faz pra mim. Na minha opinião, é um mouse pra uso casual, pois pelo menos pra mim ele é bem pequeno e preciso segurar ele com os dedos praticamente kkkkk, mas não deixa de ser um excelente produto, mas pra alguém com mãos menores pode cair como uma luva!",11 de janeiro de 2022
67,2,"Não é mouse de jogo, nem sei pq tem essa avaliação. Ele é um mouse sem fio simples condizente com o preço, não tem aquela resposta instantânea como um com fio ou um sem fio específico para jogos. Mas para uso de escritório ou uso simples web é muito bom! Cumpre o propósito",16 de agosto de 2021
68,2,"Já vai para 2 meses de uso e, por enquanto, super utilizável. Acredito q seja o modelo de entrada da Logitech e vale a pena. É compacto, leve, responde bem, desliza bem... É o suficiente pra quem realiza tarefas simples do dia a dia. O bom que na parte lateral onde vai o polegar, o material é feito de resina (não tenho certeza), isso faz q pra quem usa tenha uma pegada confortável. Já vi muitos mouses por aí com o material todo de plástico, mais ou menos por essa faixa de preço.Se for falar de um ponto negativo é: não serve pra quem tem uma mãozona... Sou homem, mas minha mão é relativamente pequena. Para as mulheres e pra quem tem mãozinha que nem eu é legal, mas pra quem tem uma mão grande, melhor procurar um modelo maior.",18 de janeiro de 2022
69,2,"Já comprei outros mouses mais baratos e me arrependi. É o segundo que compro e estou muito satisfeita. Enquanto que o primeiro que comprei continua funcionando, tive que comprar outros dois mouses mais baratos, que pararam de funcionar com menos de 2 meses de uso. Resultado: voltei e comprei esse. Deveria ter feito isso na primeira vez, ao invés de tentar economizar. No final, paguei duas vezes. Pelos mouses baratos mas de qualidade ruim e agora, por um que eu sei que vale a pena cada real investido.",9 de fevereiro de 2021
70,2,"O mouse em si é bom, achei que seria um pouco maior. Como tenho um desktop que fica embaixo da mesa e esta encostada à parede, acredito que seja isto que cause algumas falhas intermitentes no movimento do mouse. Vou precisar testá-lo em um laptop para ter certeza. No entanto, comprei-o para diminuir os fios que vão para o desktop.",29 de setembro de 2021
71,0,O mouse não tem precisão nenhuma. Depois de algumas hora de trabalho a mão fica dolorida de tanto usar força para controlar.,18 de abril de 2020
72,2,"Comprei esse mouse para utilizar nas atividades rotineiras que são feitas no PC. O produto é muito bom, bastante confortável e não consome muita energia se for desligado após cada uso. O custo benefício também foi muito bom. Pra quem não curte aquele tanto de fio passando pela mesa de trabalho, essa é uma ótima solução. Eu recomendo do olhos fechados.OBS: Estou usando há 3 meses.",12 de novembro de 2020
73,2,"Melhor mouse que já tive, esse é o terceiro, o primeiro comprei a mais de 3 anos e o segundo tem no mínimo 2 anos e estão trabalhando até hoje. Agora cada um em casa tem um, cada um de cor diferente.É pratico de usar, para transportar, tem botão pra desligar mas uso só no transporte, pq quando para de usar se desliga sozinho e liga automaticamente quando volta a usar, a pilha com ele dura bastante, recomendo muito!Tem umas fissuras laterais que aderem bem na mão, acho o tamanho ideal para uso e transporte, não muito pequeno nem muito grande!",14 de novembro de 2021
74,2,"O mouse Logitech M170 apresenta um excelente custo benefício. Tem um design bonito, é compacto mas não atrapalha na utilização (tenho mãos grandes), é bem construído considerando o preço, tempo de resposta imediato e cliques precisos. O scroll também é de qualidade. E essa cor cinza combinou com a cor do meu notebook (Lenovo Ideapad S145). Mas vale lembrar que esse mouse é direcionado para o público mais “home office”, que utiliza o computador para trabalhar, estudar, navegar na internet... Para jogos, não recomendo.",9 de janeiro de 2021
75,2,"Além de fazer um barulho considerável com o clique (algo que já me acostumei), em alguns momentos ele fica totalmente fora de curso, não responde aos comandos, é lento... E parece ser algo que é sem qualquer explicação, pois já testei em muitas superfícies e tenho um bom mouse pad. É apenas algo que eventualmente ocorre e isso me fará, no futuro, adquirir um outro modelo. Por enquanto, supre minhas necessidades apesar do que mencionei. Oferece um bom custo-benefício.",4 de janeiro de 2022
76,2,"O mouse tem um ótimo acabamento seguindo o padrão da Logitech. É preciso nas movimentações e nos clicks. Não testei muitas superfícies, mas funcionou em praticamente todas (papel, madeira, melamina). O click faz barulho, mas nada que chegue a me incomodar. Nas laterais ele tem um relevo que o torna bem seguro na mão. Os pezinhos são de um material preto que deixa a movimentação dele bem suave e agradável. O receptor USB, quando conectado, fica com um volume de aproximadamente 1cm x 0,8cm e não incomoda.Não recomendaria para jogos pelo seu tamanho e por ser sem fio (o que provoca atrasos quando a latência é importante). Para uso normal do dia a dia a latência da transmissão sem fios é imperceptível!O que não gostei:O local de guardar o receptor USB, no mesmo compartimento da pilha tem um acabamento estranho, mas faz pouca diferença, já que fica sempre fechado.Veio bem embalado e com uma pilha.",25 de junho de 2021
77,0,"Comprei ha uns 4 meses. No inicio, funcionava perfeitamente, apesar do scroll fazer barulho sempre que uso, o que incomoda bastante, parece que falta lubrificante ou algo assim (mas o produto é novo). Além disso, recentemente, venho percebendo que às vezes, do nada, ele para de funcionar e preciso desligá-lo e ligá-lo novamente. Já troquei a pilha e não resolveu. Quando funciona, funciona bem. Porém nem sempre funciona.",30 de outubro de 2020
78,2,"Gostei muito dele, é mais básico (3 botões), bem leve e pequeno.Muito bom para transportar.Menos precisão do que o [meu] K345 Logitech, mas é uma ótima opção, se você precisa de um mouse para o dia-a-dia.Indico mais do que as outras marcas mais baratas (sem fio). É o melhor da categoria dele (faixa de preço e funções).O material é de ótima qualidade.Redomendo.",18 de agosto de 2021
79,2,"Já tenho um Mouse Logitech M170 há um ano e não tenho do que reclamar. O mouse ainda está funcionando com a pilha que veio nele, cumprindo com a promessa de durar 12 meses. Usei, em média, durante 8h por dia nesse período. Comprei outro agora para presentar minha irmã.",23 de julho de 2019
80,2,"Gosto muito desse mouse, já possuo um que minha cachorra já ate o mordeu e ele ainda funciona. Trabalho o dia todo em notebook e uso diariamente para o trabalho, acho que ele tem boa durabilidade, é confortável, preciso e boa durabilidade da pilha. Ele é a pilha, 1 pilha que dura mais de um mês usando 5 a 6 dias por semana 8/10h dia.",13 de fevereiro de 2021
81,2,"Chegou muito rápido na minha casa pela com a entrega Amazon Prime, moro no norte do país (12 dias). Mouse super leve e de fácil instalação, somente pluguei o pequeno receptor na entrada USB-A do meu notebook e já funcionou perfeitamente no Windows 10, já vem com 1 pilha AA que é a quantidade necessária para alimentar de energia o mouse, por ser um produto relativamente barato para essa categoria de mouses wireless estou muito surpreso pois esperava que o mouse apresentasse atrasos mas já estou utilizando por algumas horas desde que recebi e em nenhum momento senti absolutamente atraso nenhum nas respostas do mouse. Recomendadisso!!!",26 de outubro de 2020
82,2,"Mouse resistente e de qualidade já comprovada em compra anterior.  Usado por meus netos de 7 e 8 anos.  Ficou devendo embalagem, totalmente fora do padrão Amazon. Mouses vieram em embalagem plástica do fabricante mas soltos dentro de um envelope, batendo em canetas que já estavam fora da embalagem desmontada durante transporte",6 de maio de 2021
83,0,"Achei que esse mouse fosse melhor. Geralmente, os produtos da Logitech são muito bons, porém, esse mouse decepciona. Não sou um usuário avançado desse produto, meu uso é apenas para navegações básicas e, mesmo assim, não gostei. O leitor óptico dele é muito ruim, falha constantemente, na mesa ou mousepad. Ele tem boa ergonomia, é pequeno e encaixa bem na mão, mas, na minha opinião, não vale a pena, pois o leitor óptico dele é muito ruim.",9 de dezembro de 2021
84,2,"Tem boa ergonomia, encaixa bem na mão. O rodar é suave e preciso. O barulho do ""clique"" é bem discreto, embora haja outras marcas e modelos ainda mais silenciosos. O destaque positivo é um compartimento dentro do próprio mouse para armazenar o receptor USB (aquela pecinha que se encaixa na porta USB para ""conversar"" com o mouse). É somente um detalhe, mas é conveniente para não se perder a peça no transporte do mouse.",19 de outubro de 2020
85,2,"Gostei muito da tecnologia Invisible optic que não tem a luz azul o vermelha acessa por baixo, produto qualidade logitech, ou seja muito boa qualidade, bem preciso, leve. É bem pequeno, então pode incomodar quem tem mãos grandes ou está acostumado a mouses com melhor pegada (maiores).Em termos gerais, um ótimo equipamento que me atende muito bem pois comprei para ter mais precisão ao trabalhar com notebook. Não tem a função de terceiro botão no scroll, para isso existe o primo dele o M185, mas como não uso esse terceiro botão quase nunca, para mim não faz diferença.",21 de dezembro de 2020
86,2,"Recebi hoje pela manhã meu produto, o que foi excelente visto que efetuei a compra ontem.O design é muito único e não deixa a desejar em questão de beleza, a minha mão se adaptou facilmente.Uma observação que gostaria de deixar aqui é em relação as cores, o modelo que pedi seria a cor preta, achei que ele seria todo preto, porém a parte de cima (parte onde tem os botões) é preto e as laterais são cinza grafite. jamais seria um ponto negativo, porém achei que seria total preto e gostaria de deixar isso galera como só um adendo do design.Bonito, leve, resposta rápida e confortável.",5 de abril de 2021
87,2,"Não se engane, é um excelente mouse para escritório, mas não para games. Ele é MUITO econômico, muito mesmo. Tem uma pegada confortável para o dia a dia, mas não vá querendo jogar competitivamente com ele, ele pode quebrar um galho, mas a função dele é outra. Se quer um mouse para games, pegue outro da própria logitech, tem vários para esse segmento. Esse é o melhor mouse que já vi para escritório. Você trabalha o dia todo com ele sem sentir desconforto, além de fazer uma pilha simples durar meses.",11 de janeiro de 2022
