,0
311,"Não tenho do que reclamar. Ele não é muito grande, tem um tamanho ideal e acabamento perfeito para o conforto durante uso. Conexão rápida e automática, funcionamento preciso, já vem com pilha. Ótima compra."
312,"Muito econômico, as pilhas duram mais de ano."
313,"Excelente mouse , prático  e rápido"
314,"Produto de alta qualidade, preciso para utilização em softwares como Photoshop e Illustrator."
315,"Melhor do que eu imaginava. Chegou antes do prazo e muito bem embalado. Fique com medo de pedir por causa dos comentários negativos, mas o mouse é novo sim e em perfeito estado, de qualidade."
316,"Ótimo preço. Veio em poucos dias, e antes do prazo. Comprei esse modelo pois já havia em casa outro igual, mais antigo, porém preto. Conhecendo e gostando da qualidade do produto, privilegiei esse modelo e marca para a compra. A intenção foi combinar com o note novo e ter um para cada note. O antigo ainda funciona muito bem depois de anos. Agora um para trabalhar e esse para usar em casa. Ter um compartimento interno para guardar o ""plug"" que liga ao note facilita muito no transporte, sem perder peça. Muito bom. Satisfeita."
317,"Bom produto em geral, o principal ponto positivo é que ele é muito lindo, também é bem funcional, a entrega chegou super rápida também."
318,"Se eu soubesse que ele era tão impreciso e dependesse tanto de ter uma superfície SUPER regular para funcionar de forma minimamente aceitável, eu teria comprado outro mouse.Achei que por se tratar de Logitech não sofreria com imprecisões, uma pena."
319,amei!!
320,"O mouse corresponde as expectativas, já vem com pilha e é de fácil instalação. Nota 10."
321,Gostei do mouse!talvez um dos melhores importante destacar que ele já vem com bateria inclusa.
322,"Uma pessoa com a mão média ou grande vai demorar para se adaptar, o mouse fica bem pequeno, mas depois se acostuma"
323,"Ótimo produto, tenho dois desse mouse."
324,"O mouse seria ótimo se não tivesse esse problema no botão de rolagem, o pior é que demorei para perceber e passou o tempo de devolução. Quando rodo o botão o mouse não desce e nem soube, fica meio que indo e voltando. O botão de rolagem é uma das funções que acho mais importante em um mouse."
325,Produto bom e chegou super rápido.
326,"Boa precisão somente uma pilha ,baixíssimo consumo. Sem palavras, preço justo."
327,Preciso e ergonomico
328,Comprei para minha filha e ela gostou muito.
329,Gostei muito. Bem leve. Funciona mesmo na minha mesa rugosa de MDF!
330,"O mouse me atendeu perfeitamente.Não tenho o hábito de uso em games e,por isto,não o avaliei."
331,"Em relação a outros, esse mouse é excelente. Boa pegada, precisão. Só acho q ele faz um barulhinho ao clicar, achei que era mais silencioso, mas nada de mais. Super recomendo!"
332,Boa qualidade
333,"Mouse bom, cumpre o que oferece. Achei um pouco pequeno - menor do que eu esperava - mas nao senti dores e/ou desconfortos por causa disso. Satisfeita com a compra."
334,"O mouse é de boa qualidade, mas é importante ter as dimensões, eu estava acostumado com um mouse menor."
335,"produto ótimo, o melhor que já tive.."
336,Bom custo benefício
337,"Gostei muito do produto, super leve e prático, possui desempenho muito bom."
338,Chegou muito antes do previsto e é ótimo.
339,Muito bom
340,Muito prático.
341,O produto funciona bem!
342,Chegou rapidinho e funciona super bem.
343,Eu recomendo!
344,Consome pouca pilha é leve.
345,"Muito bom e bonito, pra quem precisa se livrar dos fios e ter um bom mouse, eu recomendo."
346,"Preciso, dá até pra jogar alguns jogos casuais; pilha dura bastante, estou trocando pela primeira vez depois de meses; super portátil, cabe em qualquer lugar e por isso é de fácil transporte. Único ponto negativo é que para pessoas que possuem uma mão grande não é confortável se pretende usar ele por +12h."
347,ótimo custo beneficio!
348,Mouse muito bonito e ótimo custo benefício. Para utilização simples cumpre o que promete.
349,"Produto muito bom, uso diariamente e o consumo de pilha faz jus a descrição! Ele ainda não se descarregou! É um produto que recomendo!"
350,Produto atende bem uso básico. Foi instalado em um notebook apenas para videoconferências.
351,Muito bom!
352,"Muito bom o mouse, chegou certinho."
353,Mouse ótimo para trabalho e estudos. Ergonômico e bateria dura muito comprei faz quase um ano e ainda não troquei e uso durante a semana 8hrs por dia
354,"Chegou conforme o prometido, testado a 3m de distancia, para mim espetacular recomendo..."
355,"A mídia não pôde ser carregada.
                




   Muito bom! Tem um deslize rápido e leve. Funciona em muitas superfícies. Tava morrendo de medo de não ser bom, e agora eu super recomendo. Além de ter vindo bem embalado ainda chegou rápido. 💛"
356,Muito bom de usar
357,"Muito bom, satisfeito com a minha compra"
358,Gostei
359,Excelente custo benefício. Ergonômico e preciso. Atendeu às minhas expectativas.
360,Produto perfeito para quem quer eliminar cabos e manter alta qualidade.
361,Muito bom! 👏👏
362,É lindo! Combinou perfeitamente com meu notebook. A precisão dele é impressionante! Chegou rápido e bem embalado.
363,Confortável e cumpre o que promete.
364,Muito bom!!!
365,Não testei para jogos. Mas é um ótimo mouse. Satisfeito!
366,Excelente! Super recomendo.
367,ele oferece resposta rápida e é extremamente ergonômico.
368,"Atendeu minha nessecidade, muito bom.👍👍👍"
369,"Veio em perfeitas condições, funcionou super bem. Só achei um pouco pequeno. Não sei se por estar acostumada com um M90 que é um pouco maior, mas mesmo assim penso que valeu a pena a compra."
370,Um dos melhores mouses que já usei
371,Muito bom
372,"Preciso, confiável, ergonômico. muito bom.. Recomendo."
373,Bom desempenho. Custo benefício bons!
374,pelo preço que paguei veleu mt a pena
375,"O mouse é muito bom no geral. Minha utilização é basicamente para estudos e trabalho, mas ele tem me suprido perfeitamente até o momento."
376,"Produto veio com defeito, não pude avaliar."
377,"Muito bom o produto, recomendo."
378,"O produto veio conforme a descrição, essa marca é bemm boa!Chegou antes do prazo."
379,"A melhor marca de mouse para se confiar no plug and play. Tem botão de on/off para não gastar pilha (vem com uma AA). Ótimo acabamento. Tempo de resposta muito rápido e com precisão. Só achei um pouco pequeno em termos ergonômicos e olha que tenho as mãos pequenas. Os dedos se ajustam direito, mas o mouse é pequeno para a palma da mão."
380,"Já havia utilizado este modelo é tornei a comprar porque é um preço justo, mouse leve  e com resposta rápida.Super recomendo!"
381,Tem cerca de um mês que comprei até o momento muito bom atendeu minhas expectativas. E uso com certa frequência já que comprei pro uso do trabalho no Home Office
382,"Estou com ele há bastante tempo. Paguei um preço muito, muito bom. Já possuía um modelo mais caro e o padrão de qualidade da Logitech não me fez sentir falta do anterior. Recomendadíssimo."
383,Amei utilizá-lo. Me atende super bem e sem mouse pad.
384,Produto excelente
385,"Mouse ótimo, a marca é excelente muito rápido, confortável. Podeira ser um pouco mais suave o barulho dos botões porém pelo valor não se pode exigir perfeição."
386,simplesmente TUDO!
387,"Desde que adquiri o produto notei que não duraria muito, dito e feito em menos de um ano o scroll do mouse já não funciona e meu uso não é diário."
388,"Apesar do mouse ser muito bom , forte, boa pegada, cliques bons , estou com um pouco de dificuldades de me acostumar com a movimentação dele. Já fiz diversas mudanças na configuração mas ainda continuo achando ele impreciso e se movimentando de forma estranha em alguns momentos...Vou testar um pouco mais , mas ja estou vendo de comprar outro...."
389,"O mouse é muito bom, ergonômico e confortável. O cursor tem uma sensibilidade um pouco maior do que outros mouses que já usei, mas em uma semana consegui me acostumar. Ele veio com pilha própria que está durando até hoje (comprei há aproximadamente um ano), mesmo usando todos os dias e por várias horas. Recomendo muito!"
390,"Mouse de qualidade. Meu marido tem um dessa marca a mais de um ano e o desempenho é ótimo,  a pilha que acompanha dura muito. Diferente de outros mouses mais em conta que a pilha acaba rapido e sao frágeis, pois quebram na primeira queda. Por essa razão, comprei um igual e a entrega foi super rápida."
391,Mouse bem Leve e precisoEdit: mais ou menos 4 meses depois o botão de rolagem parou de funcionar.
392,Ótimo produto!
393,Leve e pratico
394,"Acabamento e funcionalidades satisfatórios. Para uso do dia a dia eficiente. Não dá conta de jogos, mas para uso em aplicações comuns vai muito bem."
395,"Comprei esse mouse tem pouco mais de um mês e até agora tem atendido super bem as minhas necessidades. O tempo de resposta dele é bem rápido e o produto chegou em ótimo estado, sem nenhum sinal de avaria !"
396,Muito bom!
397,"Utilizo o mouse para navegação no computador, não utilizo para games. Para o que uso acho ele excelente, tenhop há quase um ano, eu acho, e ainda não precisei trocar a bateria."
398,Manuseio excelente
399,Excelente produto. Cabe na palma da mão.
400,"Muito bom para o custo baixo que foi. Apresenta uma boa pegada e os botões são bons, mas a rolagem poderia ser um pouco melhor. Mas recomendo para quem não quer gastar muito em um mouse que resolve a situação."
401,Achei excelente até agora.Recomendo o produto.Bem acabado e ótima resposta!
402,"O produto de fato é excelente, tanto que já é o segundo que compro. Infelizmente, não tive a mesma sorte com o entregador, já que o entregador de uma compra entregue pela própria Amazon arremessou meu produto pelo muro.OBS: Tive que sair de última hora e quando volto, minha vizinha me avisa que encontrou minha encomenda jogada na garagem. Realmente uma desfeita com o cliente."
403,"Muito bom, ótimo"
404,Utilizo em uma console de mixagem. Funciona muito bem. Pouca interferência
405,Precisão
406,Vale o preço.
407,"O mouse vale muito a pena, gostei demais da compra e recomendo."
408,Excelente custo benefício
409,Recomendo qualquer mouse Logitech!! Um produto de qualidade e excelencia!!! Estou utilizando muito meu novo mouse e como tem sido benção!!!
410,Leve
411,"O peso dele é bom, não tive nenhum problema com a precisão até agora e é muito bonito."
412,"Gostei do mouse. O fato de não ter aquela luz forte é legal. Se durar o prometido a bateria, tá excelente."
413,"Já tinha um desse modelo Azul com ótimo desempenho, comprei mais um para minha esposa e é de muito boa qualidade! Tamanho adequado, boa precisão e baixo consumo das pilhas. Recomendo!"
414,"Simples e pequeno (isso acho bom) bonito e elegante.  Vale a pena. A entrega foi super rápida.  Só não gostei que deixaram a encomenda na garagem, não esperaram atender."
415,"Excelente mouse! Compacto, bonito, super preciso! Aliás os mouses da Logitech são excelentes no quesito economia de pilha! Sua durabilidade é ótima! Tenho de outro modelo e a pilha original ja está durando mais de 10 meses sem troca. Excelente custo benefício."
416,"Produto excelente! Modelo e cor compativeis ao pedido, funciona muito bem e super atendeu as minhas expectativas!"
417,"Excelente, dei de presente para uso em estudo! Só recebi elogios do produto!!Recomendado"
418,"Adorei o produto. Leve, preciso e resistente. Mas devo dizer que o que mais me deixou satisfeita nesse pedido foi a agilidade na entrega dos produtos. Muito satisfeita com a venda e pós venda da Amazon."
419,bom
420,"O design é muito bonito e compacto, gostei muito de ter um lugar pra guardar o receptor no próprio mouse, como eu uso um notebook, as vezes é bom guardar pra acabar não perdendo"
421,Ótimo produto
422,Muito bom!
423,Otimo produto
424,"Mouse muito bom, é bem leve. Pelo fato de acompanhar pilha e o plug bluetooth vale muito a pena. Recomendo!"
425,Chegou em perfeito estado e ele é ótimo!
426,Ótimo Produto.  Vale a pena.
427,Para o trabalho do dia a dia ele cumpre o que promete.Para jogos acredito que não seja o intuito desse mouse.
428,Nota 10
429,"Excelente,  leve, preciso otumo formato"
430,"Encaixa bem na mão, e não tive problemas de sinal ou algo parecido.Recomendo"
431,"Excelente produto! Lindo, ágil e compacto! A minha mãe é pequena, achei uma boa pegada... agora para mãos maiores, não sei se iria ser tão ergonômico! O meu já veio com pilha 🥰"
